humidity,weathersit,holiday,season,atemp,temperature,hr,total,day,month,year
54,1,0,3,0.6667,0.72,17,628,1,9,2011
42,1,0,2,0.6364,0.7,16,639,21,4,2012
38,1,0,1,0.2121,0.24,16,78,13,1,2011
37,1,0,1,0.3333,0.36,2,67,8,1,2012
67,1,0,2,0.4394,0.44,23,125,30,4,2011
66,3,0,1,0.4091,0.4,4,1,9,3,2012
49,1,0,2,0.5152,0.54,12,264,19,4,2012
53,1,0,1,0.3485,0.34,7,268,12,3,2012
76,3,0,4,0.4091,0.4,10,121,1,10,2011
52,3,0,4,0.2727,0.3,1,12,8,11,2012
48,1,0,2,0.4697,0.48,23,135,10,5,2012
87,2,0,2,0.3788,0.36,15,201,9,4,2011
31,1,0,1,0.4697,0.48,17,278,19,3,2011
56,2,0,4,0.2576,0.28,2,74,7,11,2012
94,1,0,2,0.4697,0.48,23,72,19,5,2011
100,3,0,4,0.4545,0.46,20,110,6,12,2011
80,2,0,1,0.1818,0.16,17,108,22,1,2012
53,1,0,3,0.8333,0.86,14,134,11,7,2011
54,1,0,1,0.1515,0.12,3,4,19,1,2012
60,2,0,1,0.2424,0.24,11,61,25,1,2011
33,2,0,1,0.4697,0.48,21,239,22,2,2012
26,1,0,1,0.2879,0.32,22,64,29,1,2012
65,1,0,1,0.2121,0.24,22,26,28,1,2011
69,1,1,2,0.6061,0.62,9,297,16,4,2012
39,1,0,1,0.303,0.34,14,85,24,12,2011
55,1,0,3,0.697,0.76,13,178,14,9,2011
47,1,0,1,0.4242,0.42,16,283,30,12,2011
69,1,0,4,0.2576,0.2,1,10,26,11,2012
87,1,0,4,0.2576,0.22,7,205,2,12,2011
74,1,0,3,0.6667,0.7,9,181,3,7,2011
51,2,0,3,0.6667,0.74,7,271,3,8,2011
83,1,0,2,0.5,0.52,22,183,26,4,2012
68,1,0,1,0.5152,0.54,21,243,15,3,2012
64,2,0,1,0.2273,0.22,10,110,29,12,2011
93,1,0,4,0.3788,0.36,8,731,3,12,2012
49,2,0,4,0.303,0.3,23,75,16,12,2011
75,2,0,3,0.7424,0.76,1,12,25,7,2011
83,1,0,2,0.5606,0.6,0,56,24,5,2012
87,1,0,4,0.4091,0.4,22,114,9,11,2011
61,2,0,4,0.3333,0.34,11,166,15,11,2012
87,2,1,1,0.2576,0.24,0,41,20,2,2012
61,1,0,1,0.303,0.32,21,32,23,12,2011
100,2,0,4,0.3333,0.34,9,174,7,11,2011
37,1,0,3,0.8182,0.9,11,216,23,7,2011
70,1,0,3,0.6515,0.7,22,148,29,7,2012
43,1,0,3,0.7273,0.8,12,201,5,7,2011
46,1,0,3,0.7273,0.8,20,290,26,7,2011
37,1,0,3,0.7879,0.88,21,201,7,7,2012
52,2,0,3,0.5,0.52,18,482,16,9,2011
94,3,0,4,0.5152,0.6,2,106,25,9,2011
72,2,0,2,0.5,0.52,9,335,5,6,2012
33,1,0,1,0.2576,0.3,15,130,18,1,2012
81,3,0,1,0.2576,0.26,2,26,11,2,2012
53,2,0,2,0.3333,0.34,5,21,13,4,2012
69,1,0,2,0.6061,0.64,18,270,24,4,2011
42,1,0,1,0.5,0.52,19,215,7,1,2012
88,1,0,1,0.5152,0.54,2,10,20,3,2012
49,1,0,1,0.3485,0.34,21,134,3,2,2012
83,1,0,2,0.5455,0.58,19,308,16,5,2011
94,2,0,2,0.3939,0.38,9,68,23,4,2011
80,1,0,1,0.197,0.18,5,9,24,12,2012
83,2,0,3,0.6061,0.66,23,147,31,7,2012
56,2,0,2,0.6212,0.64,16,288,12,5,2011
76,1,0,2,0.3182,0.34,5,6,7,4,2011
77,1,0,3,0.5,0.52,4,28,9,9,2012
81,3,0,4,0.303,0.32,9,110,13,11,2012
73,2,0,4,0.5909,0.6,12,181,11,10,2011
94,1,0,2,0.4242,0.42,4,3,20,4,2012
81,2,0,1,0.3182,0.3,12,70,19,1,2011
84,2,0,3,0.6667,0.7,6,18,27,8,2011
35,1,0,3,0.6667,0.76,11,187,11,8,2011
48,1,0,3,0.6667,0.72,19,387,28,8,2011
40,1,0,1,0.1364,0.16,18,48,9,1,2011
83,3,0,2,0.5758,0.62,8,434,24,5,2011
88,3,0,1,0.4242,0.42,0,17,21,12,2012
84,3,0,3,0.6667,0.7,20,87,3,8,2011
54,1,0,3,0.6515,0.7,9,351,28,6,2012
84,2,0,3,0.7121,0.72,4,4,21,7,2011
55,1,0,3,0.697,0.76,18,556,17,8,2011
47,1,0,1,0.2121,0.2,4,4,23,12,2012
83,1,0,3,0.5606,0.6,7,370,14,9,2011
56,1,0,4,0.3182,0.36,21,66,23,11,2011
63,1,0,2,0.5,0.52,4,10,8,6,2012
83,3,0,3,0.6061,0.66,20,176,3,7,2011
82,2,0,4,0.4242,0.42,23,51,2,12,2012
43,1,0,4,0.5455,0.58,17,948,10,10,2012
53,1,0,3,0.803,0.84,11,182,16,7,2012
67,1,0,1,0.4242,0.42,17,515,24,1,2012
35,2,0,2,0.6667,0.76,16,255,20,4,2011
70,1,0,1,0.303,0.3,6,47,17,2,2011
57,2,0,3,0.6818,0.74,7,66,1,9,2012
87,3,0,4,0.2879,0.34,19,33,7,12,2011
53,1,0,2,0.5455,0.58,12,362,20,4,2012
67,1,0,4,0.4545,0.46,3,58,30,9,2012
64,1,0,2,0.6061,0.6,10,210,7,6,2012
87,1,0,4,0.3333,0.3,6,98,9,11,2011
55,1,0,3,0.7576,0.8,15,331,7,9,2012
44,1,0,4,0.2121,0.22,21,83,10,12,2011
89,2,0,4,0.5758,0.64,4,10,4,10,2012
93,3,0,2,0.303,0.32,18,51,22,4,2011
48,2,0,2,0.5,0.52,9,205,10,5,2011
68,1,0,4,0.5303,0.56,18,570,18,10,2011
39,1,0,2,0.6212,0.66,16,289,11,5,2011
53,1,0,2,0.6212,0.64,0,206,9,6,2012
59,1,0,3,0.7727,0.8,11,149,9,8,2011
81,1,0,4,0.3485,0.36,12,329,4,12,2011
68,1,0,4,0.5303,0.56,22,194,23,10,2012
83,1,0,4,0.5303,0.56,0,191,6,10,2012
51,1,0,2,0.6515,0.7,13,289,30,5,2012
82,2,0,1,0.4848,0.5,0,27,22,12,2011
48,1,0,4,0.5,0.52,22,138,23,9,2012
68,1,0,3,0.5455,0.58,3,1,24,8,2011
38,2,0,1,0.6212,0.62,18,590,8,3,2012
55,2,0,4,0.4848,0.5,9,330,28,10,2012
41,1,0,3,0.7121,0.8,11,149,10,8,2011
72,1,0,2,0.5,0.52,7,428,8,6,2012
47,2,0,3,0.803,0.86,13,345,3,8,2012
69,1,0,1,0.5909,0.6,18,801,20,3,2012
56,1,0,3,0.7879,0.82,12,185,9,8,2011
75,1,0,1,0.2576,0.24,8,64,7,1,2012
55,2,0,2,0.5,0.52,23,60,30,4,2012
74,3,0,3,0.6212,0.66,17,536,21,9,2011
88,1,1,4,0.4545,0.46,3,11,10,10,2011
63,1,0,4,0.4848,0.5,5,15,29,9,2012
50,2,0,2,0.6212,0.62,14,239,7,5,2012
88,3,0,3,0.5152,0.54,20,163,6,9,2011
71,1,0,4,0.3788,0.36,21,157,20,11,2012
64,1,0,1,0.197,0.22,0,28,29,1,2011
47,1,0,1,0.1212,0.16,10,60,3,1,2012
52,1,0,4,0.2879,0.3,23,64,11,12,2012
83,1,0,3,0.5758,0.62,3,9,7,9,2012
50,1,1,1,0.4091,0.4,13,121,25,12,2012
93,2,0,2,0.2727,0.28,6,41,24,3,2011
40,1,0,4,0.4091,0.4,16,469,17,11,2012
87,2,0,4,0.4091,0.4,0,27,4,10,2011
60,1,0,4,0.5152,0.54,13,313,27,11,2011
59,1,0,3,0.803,0.82,21,154,23,7,2011
42,1,0,3,0.8939,0.92,14,236,23,7,2011
78,2,0,3,0.5909,0.64,18,377,19,8,2012
56,1,0,3,0.8182,0.84,18,483,28,7,2011
56,2,0,2,0.5152,0.54,12,247,5,6,2012
89,2,0,3,0.5909,0.66,21,128,11,8,2012
62,1,1,2,0.4394,0.44,1,15,15,4,2011
78,2,0,4,0.6061,0.66,12,413,25,9,2011
78,1,0,3,0.5909,0.62,5,17,29,7,2012
72,2,0,3,0.7273,0.74,8,737,8,8,2012
81,3,0,1,0.2576,0.24,13,70,24,12,2012
46,1,1,1,0.3182,0.34,2,7,26,12,2011
45,2,0,1,0.2879,0.28,13,98,20,1,2011
68,2,0,3,0.5152,0.54,9,215,19,9,2011
93,2,0,1,0.3485,0.36,3,21,3,3,2012
67,2,0,4,0.4545,0.46,10,228,17,10,2012
44,1,0,1,0.4394,0.44,22,92,27,2,2012
57,1,0,4,0.4242,0.42,23,90,20,10,2011
77,1,0,4,0.4242,0.42,23,49,23,10,2011
82,1,0,4,0.4242,0.42,6,104,28,11,2011
94,2,0,3,0.5455,0.62,9,203,22,9,2011
27,1,0,3,0.7879,0.9,15,129,1,8,2011
87,3,0,2,0.3333,0.36,5,9,4,5,2011
74,1,0,2,0.6212,0.66,21,220,11,6,2011
46,1,0,3,0.7576,0.82,15,274,6,8,2012
60,1,0,1,0.2273,0.24,0,15,9,1,2012
65,1,0,2,0.6212,0.66,20,459,16,5,2012
66,2,1,4,0.4242,0.42,17,497,8,10,2012
49,1,0,4,0.5455,0.58,16,323,6,10,2011
45,1,0,1,0.3333,0.3,17,222,25,1,2011
44,1,0,2,0.6212,0.66,4,9,17,4,2012
34,1,0,3,0.7273,0.82,20,470,28,6,2012
57,1,0,2,0.7121,0.76,8,481,8,6,2011
61,1,0,3,0.6212,0.64,5,10,12,8,2012
52,2,0,3,0.7727,0.82,14,145,22,6,2011
69,1,0,2,0.6212,0.66,19,364,22,5,2012
88,1,0,2,0.5455,0.6,4,2,26,5,2011
94,2,0,2,0.4394,0.44,0,80,25,3,2012
51,2,0,4,0.4697,0.48,10,434,28,10,2012
40,1,0,1,0.1212,0.16,18,96,12,2,2012
52,1,0,4,0.2576,0.28,9,142,19,11,2011
49,2,0,4,0.3182,0.32,6,21,3,11,2012
52,2,0,1,0.2879,0.3,21,53,11,3,2011
64,1,0,4,0.5455,0.58,11,236,24,10,2012
47,1,0,2,0.803,0.86,12,162,31,5,2011
64,1,1,4,0.5303,0.56,15,382,12,11,2012
55,1,0,2,0.6212,0.6,18,513,19,5,2011
52,1,0,3,0.7424,0.8,21,254,2,8,2011
43,1,0,3,0.6212,0.6,5,36,27,6,2012
62,2,0,1,0.4394,0.44,18,288,22,12,2011
41,1,0,2,0.2576,0.26,22,30,27,3,2011
88,2,0,4,0.5,0.52,3,8,25,10,2012
81,2,0,1,0.303,0.3,10,108,26,1,2012
65,1,0,1,0.2879,0.28,9,101,12,3,2011
71,1,0,4,0.3939,0.38,22,193,10,11,2012
86,2,0,1,0.2121,0.14,8,12,30,1,2011
53,1,0,1,0.3333,0.32,0,32,29,2,2012
54,2,0,3,0.6667,0.72,4,12,2,7,2012
94,1,0,2,0.4545,0.46,1,4,11,4,2011
53,1,0,4,0.6212,0.6,20,240,14,11,2011
37,1,1,4,0.3939,0.38,13,236,11,11,2011
87,3,0,1,0.3182,0.34,23,9,11,1,2012
50,1,0,1,0.4091,0.4,18,383,27,1,2012
63,2,0,4,0.4848,0.5,21,280,4,12,2012
50,1,0,4,0.3636,0.36,13,292,3,12,2011
35,1,0,4,0.5303,0.56,12,342,24,9,2012
100,1,0,2,0.4394,0.44,2,8,20,5,2011
80,2,0,1,0.2424,0.18,10,64,30,1,2011
47,1,0,4,0.4545,0.46,21,296,20,10,2012
49,1,0,4,0.5303,0.56,12,226,6,10,2011
83,1,0,2,0.5758,0.62,23,178,17,6,2011
69,1,0,1,0.1515,0.14,9,117,14,1,2011
100,2,0,4,0.5,0.6,1,23,29,9,2011
93,3,0,1,0.2273,0.22,8,78,11,2,2012
33,1,0,4,0.4545,0.46,16,377,5,12,2012
74,1,0,3,0.6212,0.66,2,13,5,7,2011
52,1,0,1,0.303,0.3,22,64,11,3,2011
83,1,0,3,0.6061,0.66,8,162,11,8,2012
37,2,0,1,0.197,0.2,22,72,20,1,2012
68,2,0,2,0.5303,0.56,23,62,3,5,2011
45,2,0,2,0.5,0.52,17,508,29,4,2011
83,2,0,3,0.5758,0.64,0,105,18,8,2012
36,2,0,1,0.3333,0.34,19,42,20,2,2011
56,1,1,4,0.3788,0.36,10,98,24,11,2011
89,1,0,3,0.6667,0.7,22,103,7,8,2011
86,2,0,1,0.2424,0.18,0,19,23,1,2012
45,1,0,3,0.6515,0.72,15,237,15,7,2011
52,2,0,3,0.7727,0.82,13,504,1,9,2012
43,1,0,3,0.7424,0.82,15,162,5,7,2011
84,1,0,3,0.7121,0.72,4,6,29,7,2011
49,1,0,1,0.3333,0.32,9,289,7,2,2012
31,1,0,2,0.4545,0.46,2,6,9,4,2012
36,1,0,4,0.4545,0.46,16,290,4,11,2011
41,1,0,4,0.6212,0.64,14,190,5,10,2011
55,1,0,3,0.6818,0.74,12,235,24,8,2011
42,2,0,4,0.3182,0.34,14,128,16,12,2011
56,1,0,2,0.6818,0.74,20,346,7,6,2011
44,1,0,3,0.6212,0.66,12,656,16,9,2012
60,1,0,1,0.2576,0.22,1,7,24,2,2011
49,1,0,1,0.2879,0.3,22,55,8,3,2011
82,1,0,4,0.4091,0.4,5,11,14,10,2012
43,1,0,4,0.4091,0.4,9,355,11,10,2012
56,2,0,4,0.3333,0.3,17,359,12,12,2011
38,1,0,4,0.4242,0.42,14,555,17,11,2012
83,1,0,2,0.5303,0.56,2,15,15,6,2012
56,2,0,1,0.2727,0.26,13,80,9,1,2012
71,1,0,1,0.3182,0.34,10,116,17,2,2012
31,1,0,1,0.3333,0.34,18,417,9,2,2012
73,1,0,2,0.6061,0.64,8,181,10,6,2012
39,1,0,4,0.5152,0.54,18,423,14,10,2011
44,1,0,2,0.2273,0.22,1,6,28,3,2011
83,2,0,2,0.5,0.52,5,4,24,3,2012
55,1,0,3,0.7576,0.8,19,623,9,8,2012
35,1,1,4,0.4394,0.44,17,109,22,11,2012
57,2,0,2,0.6515,0.7,14,158,3,5,2011
54,1,0,3,0.6515,0.7,19,643,29,8,2012
52,1,0,1,0.2879,0.24,21,66,15,2,2011
65,1,0,4,0.2879,0.3,9,147,30,10,2011
83,2,0,3,0.5152,0.54,3,3,20,9,2011
52,2,0,3,0.697,0.76,14,255,15,8,2012
68,1,0,4,0.4848,0.5,21,166,7,10,2011
78,2,0,2,0.5909,0.64,23,167,24,5,2012
88,2,0,4,0.4545,0.46,3,6,10,10,2012
68,1,0,2,0.5455,0.58,9,337,7,6,2012
31,1,0,3,0.6667,0.76,20,312,10,8,2011
70,1,0,1,0.197,0.24,6,45,27,12,2012
23,1,0,3,0.697,0.82,14,303,1,7,2011
37,1,0,3,0.6364,0.7,17,671,9,9,2012
87,3,0,4,0.2727,0.3,11,65,27,11,2012
77,3,0,2,0.4242,0.42,0,25,19,4,2012
40,1,0,4,0.6212,0.6,14,271,10,10,2012
54,1,0,4,0.3939,0.38,13,456,15,12,2012
73,1,0,3,0.6061,0.64,8,391,15,9,2011
86,1,0,1,0.1818,0.16,8,444,6,2,2012
63,2,0,4,0.4848,0.5,10,111,14,11,2011
56,1,0,1,0.2727,0.28,22,106,6,3,2012
100,1,0,2,0.5,0.52,5,9,18,5,2011
55,1,0,3,0.7576,0.8,16,455,24,7,2012
49,1,0,2,0.7727,0.82,16,393,29,5,2012
51,2,0,3,0.6364,0.68,2,114,24,6,2012
74,1,1,3,0.697,0.72,19,374,3,9,2012
65,1,0,2,0.6364,0.68,14,248,23,5,2012
65,2,0,1,0.2879,0.24,7,205,6,1,2012
36,1,0,1,0.6212,0.66,14,191,18,2,2011
53,1,0,4,0.3636,0.34,19,204,5,11,2011
48,1,0,3,0.6818,0.76,11,278,23,8,2012
50,2,0,1,0.2576,0.26,13,82,4,2,2011
76,2,0,4,0.4091,0.4,10,110,3,11,2011
45,1,0,3,0.6515,0.72,20,214,28,8,2011
79,1,0,3,0.6667,0.7,13,122,9,9,2011
43,2,0,4,0.3939,0.38,19,374,2,11,2012
84,1,0,3,0.7121,0.72,1,122,4,8,2012
79,1,0,3,0.6364,0.68,8,133,26,8,2012
69,1,0,3,0.6061,0.62,22,95,11,9,2011
73,3,0,3,0.6061,0.64,12,298,19,8,2012
48,1,0,2,0.6515,0.7,12,145,20,4,2011
37,2,0,1,0.197,0.2,12,59,7,1,2011
87,1,0,4,0.4091,0.4,9,308,3,12,2012
69,1,0,3,0.6061,0.64,9,207,1,9,2011
30,2,0,2,0.6364,0.7,21,95,4,4,2011
51,1,0,1,0.2121,0.22,11,57,4,1,2011
30,1,0,2,0.4242,0.42,23,113,6,4,2012
26,1,0,3,0.7121,0.82,17,516,12,8,2011
55,1,0,4,0.5,0.52,16,405,23,10,2011
55,3,0,1,0.2273,0.28,18,375,5,3,2012
32,1,0,2,0.6515,0.72,18,744,13,6,2012
57,2,0,4,0.3939,0.38,15,217,15,11,2012
86,1,0,4,0.4394,0.44,7,44,9,10,2011
33,1,0,2,0.6667,0.76,16,267,6,6,2011
30,1,0,3,0.7727,0.88,12,471,30,6,2012
88,1,0,4,0.4848,0.5,7,526,24,10,2012
28,1,0,1,0.303,0.34,15,174,12,2,2011
94,2,0,2,0.4091,0.4,9,118,25,3,2012
50,1,0,1,0.6212,0.62,22,118,18,3,2011
61,1,0,3,0.6212,0.64,10,212,13,9,2012
83,1,0,3,0.6061,0.66,9,342,27,8,2012
70,1,0,3,0.697,0.74,9,179,7,7,2011
78,2,0,2,0.5909,0.62,5,41,30,5,2012
93,3,0,1,0.3485,0.36,2,2,12,1,2012
72,1,0,2,0.5,0.52,23,187,20,4,2012
46,2,0,2,0.3333,0.36,12,182,11,4,2012
35,1,0,1,0.4091,0.4,20,120,28,1,2012
50,1,0,1,0.1515,0.14,4,3,14,1,2012
83,2,0,2,0.5152,0.54,10,130,19,5,2011
83,1,0,3,0.6061,0.66,1,158,29,7,2012
93,1,0,4,0.3485,0.36,7,355,18,12,2012
50,1,0,3,0.6212,0.66,11,254,13,9,2012
50,1,0,4,0.6212,0.62,14,465,8,10,2011
76,1,0,4,0.3636,0.36,7,57,22,10,2011
71,1,0,4,0.4091,0.4,22,181,16,10,2012
45,1,0,3,0.6667,0.74,15,392,25,6,2011
61,1,0,1,0.2576,0.28,4,3,7,3,2012
69,2,0,3,0.2424,0.68,21,255,17,8,2012
69,1,0,1,0.1515,0.16,2,2,25,1,2011
62,1,0,3,0.6818,0.72,9,226,29,7,2012
79,2,0,3,0.697,0.72,0,33,6,8,2012
27,1,0,2,0.4848,0.5,15,537,6,4,2012
66,2,0,4,0.3333,0.32,0,26,27,11,2012
44,1,0,3,0.6212,0.64,13,336,20,9,2012
59,2,0,1,0.2273,0.16,13,54,31,1,2011
89,3,0,3,0.5909,0.66,21,332,19,7,2012
70,1,0,3,0.6515,0.7,21,220,1,8,2011
88,2,0,2,0.4697,0.48,9,304,3,5,2012
61,2,0,3,0.6212,0.66,2,17,13,7,2012
32,2,0,2,0.2121,0.22,9,121,28,3,2011
86,2,0,2,0.3333,0.34,4,1,8,4,2011
78,1,0,3,0.6061,0.66,0,33,22,6,2011
35,1,0,1,0.4091,0.4,14,140,6,2,2012
93,1,0,4,0.3485,0.32,8,404,5,12,2011
65,1,0,4,0.2727,0.26,7,341,9,11,2012
45,1,0,1,0.2576,0.28,7,325,28,2,2012
62,2,0,4,0.4394,0.44,10,236,22,10,2011
68,1,0,1,0.5303,0.56,12,651,17,3,2012
42,1,0,2,0.6667,0.74,11,111,6,6,2011
46,1,0,4,0.3939,0.38,11,445,4,11,2012
50,1,0,3,0.6212,0.64,19,635,12,9,2012
34,1,0,1,0.5,0.52,4,3,19,3,2011
80,1,0,1,0.2727,0.22,2,32,1,1,2011
62,1,0,3,0.6818,0.72,0,68,25,6,2012
44,1,0,2,0.4394,0.44,21,224,29,3,2012
89,1,0,4,0.3182,0.3,7,68,11,11,2012
41,1,0,3,0.7121,0.8,12,201,24,6,2011
92,2,0,1,0.2576,0.24,7,90,19,1,2011
56,2,0,1,0.2576,0.26,6,1,16,1,2011
47,1,0,1,0.197,0.2,21,82,22,2,2011
63,2,0,4,0.4848,0.5,11,286,20,11,2011
66,1,0,4,0.3939,0.38,4,8,22,10,2011
77,2,0,2,0.4242,0.42,23,70,18,4,2012
93,3,0,1,0.3788,0.36,8,405,21,12,2011
83,2,0,3,0.6364,0.68,13,126,8,9,2011
55,1,0,4,0.4545,0.46,12,343,22,10,2011
59,2,0,1,0.197,0.16,2,12,15,1,2011
88,2,0,2,0.5606,0.62,23,78,27,4,2011
65,2,0,4,0.2576,0.26,8,688,12,12,2012
89,2,0,4,0.5758,0.64,19,320,27,9,2011
60,1,0,1,0.2576,0.26,23,52,30,1,2012
70,1,1,4,0.3333,0.3,23,36,22,11,2012
94,2,0,4,0.4545,0.46,0,17,21,11,2011
46,1,0,1,0.1212,0.1,11,46,24,1,2011
74,2,0,2,0.6667,0.7,12,402,29,5,2011
59,1,0,3,0.7727,0.8,18,767,2,8,2012
48,1,0,3,0.6515,0.7,12,238,15,7,2011
36,1,0,3,0.6212,0.66,14,340,10,9,2012
93,3,0,1,0.3485,0.36,8,73,25,2,2011
74,1,0,3,0.697,0.72,0,37,5,9,2012
48,1,0,4,0.6515,0.7,13,424,5,10,2012
51,2,0,4,0.4394,0.44,9,388,5,12,2012
33,1,0,1,0.1212,0.12,20,115,3,1,2012
64,1,0,2,0.5152,0.54,1,14,15,6,2011
38,1,0,1,0.4242,0.42,23,119,7,1,2012
82,2,0,1,0.4091,0.4,23,91,26,1,2012
81,1,0,4,0.3333,0.3,3,20,10,11,2012
43,1,0,1,0.4091,0.4,21,154,6,1,2012
70,1,0,1,0.3333,0.32,9,252,22,2,2012
88,2,0,1,0.4394,0.44,3,18,18,3,2012
83,1,0,2,0.5455,0.58,20,198,16,5,2011
83,1,0,3,0.6364,0.68,7,513,31,7,2012
88,1,0,2,0.5303,0.56,4,9,5,5,2012
73,1,0,3,0.5909,0.62,5,30,16,8,2011
28,1,0,1,0.5,0.52,16,298,22,2,2012
83,2,0,3,0.5758,0.62,6,19,22,7,2012
64,2,0,1,0.2576,0.2,8,210,29,12,2011
87,2,0,4,0.3485,0.36,9,132,16,12,2012
56,2,0,4,0.2727,0.28,2,58,17,12,2011
68,2,0,4,0.5303,0.56,20,387,18,10,2012
89,1,0,3,0.5758,0.64,2,55,9,7,2011
83,1,0,2,0.5758,0.64,20,218,27,4,2011
88,1,0,2,0.5152,0.54,0,131,22,5,2011
100,3,0,4,0.4545,0.46,19,233,6,12,2011
55,2,0,4,0.4848,0.5,7,309,17,10,2011
49,1,0,2,0.5303,0.56,10,411,12,5,2012
28,1,0,1,0.1667,0.18,13,62,10,2,2011
78,3,0,3,0.5909,0.62,2,6,27,6,2011
44,1,0,4,0.6212,0.64,16,419,7,10,2011
75,2,0,1,0.3182,0.28,1,21,26,1,2012
48,1,0,2,0.6667,0.72,17,867,14,6,2012
79,2,0,3,0.6364,0.68,21,149,18,8,2011
87,2,0,1,0.3333,0.3,0,34,17,2,2012
63,1,0,1,0.2121,0.14,7,10,15,1,2011
59,1,0,2,0.4545,0.46,3,5,29,4,2011
59,1,0,3,0.7424,0.78,9,337,28,7,2012
77,1,0,1,0.4242,0.42,5,29,8,3,2012
67,1,0,4,0.4394,0.44,4,5,14,11,2011
56,2,0,1,0.2273,0.24,8,56,19,2,2012
18,1,0,4,0.4394,0.44,14,182,8,11,2012
52,2,0,4,0.2879,0.3,22,122,12,12,2012
44,1,0,4,0.2273,0.22,7,216,18,11,2011
31,1,0,3,0.8182,0.92,15,244,17,7,2012
87,3,0,1,0.3182,0.34,22,55,24,2,2011
63,1,0,2,0.5,0.52,8,86,8,5,2011
32,1,0,4,0.4242,0.42,14,349,19,11,2011
69,2,0,3,0.6212,0.66,22,259,9,8,2012
62,1,0,3,0.6818,0.72,22,214,9,7,2011
88,1,0,3,0.5606,0.62,3,4,27,8,2012
89,3,0,3,0.5758,0.64,1,20,19,8,2011
77,1,0,2,0.5,0.52,20,174,8,5,2011
41,2,1,1,0.2121,0.24,21,66,2,1,2012
65,1,0,1,0.303,0.26,0,12,21,2,2012
40,1,0,3,0.8788,0.92,18,196,23,7,2011
37,1,0,2,0.6364,0.7,16,326,13,6,2011
87,3,0,2,0.3333,0.36,21,11,22,4,2012
56,1,0,1,0.2727,0.26,2,2,20,1,2011
40,1,0,4,0.3485,0.36,17,398,13,12,2011
25,1,0,2,0.6667,0.76,12,232,2,6,2011
73,1,0,1,0.2273,0.24,6,88,25,1,2012
65,1,0,2,0.6212,0.66,11,317,24,4,2011
42,1,0,1,0.2727,0.3,10,93,18,1,2012
52,1,0,4,0.2121,0.24,9,225,8,12,2011
46,1,0,3,0.5455,0.58,3,8,27,6,2012
83,1,0,4,0.5606,0.6,21,196,27,9,2011
87,2,0,4,0.3636,0.36,9,190,5,12,2011
35,1,0,4,0.4394,0.44,12,573,13,10,2012
80,1,0,1,0.2727,0.22,9,118,7,2,2011
66,2,0,4,0.3333,0.32,23,65,26,11,2012
69,2,0,3,0.6061,0.62,7,41,19,8,2012
64,1,0,3,0.5152,0.54,12,364,18,9,2011
39,1,0,4,0.303,0.3,21,223,28,11,2012
83,1,0,4,0.6061,0.66,18,553,26,9,2011
88,1,0,4,0.5455,0.6,7,283,29,9,2011
56,1,0,4,0.3636,0.36,0,21,20,12,2011
69,1,0,2,0.5909,0.6,8,653,15,6,2012
88,1,0,3,0.5455,0.6,3,11,26,8,2011
68,1,0,3,0.4848,0.5,3,48,16,9,2012
44,2,0,2,0.4242,0.42,21,45,3,4,2011
66,1,0,4,0.4091,0.4,2,16,12,10,2012
50,1,0,4,0.4091,0.4,17,562,19,12,2012
47,1,0,1,0.1364,0.16,22,66,14,1,2012
51,1,0,4,0.4848,0.5,19,238,15,10,2011
55,1,0,3,0.697,0.76,19,306,9,7,2011
28,1,0,2,0.4848,0.5,17,481,21,4,2011
56,1,0,1,0.5455,0.58,21,244,13,3,2012
84,2,0,3,0.6667,0.7,9,156,27,8,2011
51,2,0,2,0.4848,0.5,23,104,25,4,2012
33,1,0,1,0.2121,0.26,13,154,13,1,2012
26,1,0,1,0.2576,0.3,22,48,2,3,2011
93,3,0,1,0.1818,0.22,15,43,26,1,2011
49,1,0,1,0.303,0.3,19,119,1,3,2011
16,1,0,3,0.7727,0.92,17,320,31,7,2011
88,1,0,2,0.4394,0.44,1,33,9,5,2011
54,1,0,4,0.4091,0.4,12,236,19,12,2012
77,1,0,2,0.5,0.52,2,81,21,4,2012
87,2,0,1,0.2273,0.22,2,4,10,1,2012
83,3,0,3,0.5455,0.58,22,151,18,9,2012
49,2,0,1,0.5303,0.56,20,286,12,3,2012
84,3,0,3,0.6667,0.7,23,108,6,8,2011
44,1,0,4,0.2273,0.22,5,22,18,11,2011
46,1,0,1,0.3182,0.34,18,181,8,1,2012
63,1,0,2,0.4545,0.46,1,7,19,4,2011
56,1,0,4,0.2727,0.3,9,141,5,11,2011
56,1,0,3,0.5152,0.54,4,5,23,8,2011
70,1,0,2,0.6818,0.72,13,418,29,5,2011
73,2,0,3,0.5303,0.56,23,68,19,9,2011
61,1,0,2,0.6515,0.7,6,40,11,6,2011
50,1,0,4,0.4242,0.42,20,132,12,11,2011
65,1,0,2,0.6061,0.62,17,604,17,5,2011
88,1,0,3,0.5455,0.58,19,337,20,9,2011
38,1,0,3,0.8788,0.94,15,215,23,7,2011
38,1,0,3,0.6212,0.6,17,886,19,9,2012
83,2,0,2,0.5758,0.62,1,20,28,4,2011
46,1,0,2,0.3939,0.38,5,12,8,4,2012
32,1,0,3,0.7727,0.88,11,119,1,8,2011
81,2,0,1,0.2424,0.24,5,8,9,3,2011
74,2,0,1,0.1667,0.18,2,47,22,1,2012
81,1,0,4,0.3788,0.36,10,141,26,11,2011
